date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:27:27	88777/88777	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2018:27:27%20GMT	https://www.dssolution.vn/vi/blog-vi/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/blog-vi/index.html	(from https://www.dssolution.vn/vi/)
01:27:27	90560/90560	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2018:27:27%20GMT	https://www.dssolution.vn/vi/ve-ds-solution-vietnam/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/ve-ds-solution-vietnam/index.html	(from https://www.dssolution.vn/vi/)
01:27:28	93329/93329	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2018:27:28%20GMT	https://www.dssolution.vn/vi/thong-bao-lich-nghi-tet-nguyen-dan-2023/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/thong-bao-lich-nghi-tet-nguyen-dan-2023/index.html	(from https://www.dssolution.vn/vi/)
01:27:28	84764/84764	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2018:27:28%20GMT	https://www.dssolution.vn/vi/contact-vi/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/contact-vi/index.html	(from https://www.dssolution.vn/vi/)
01:27:28	84441/84441	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2018:27:28%20GMT	https://www.dssolution.vn/vi/tuyen-dung/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/tuyen-dung/index.html	(from https://www.dssolution.vn/vi/)
01:27:28	98220/98220	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2018:27:28%20GMT	https://www.dssolution.vn/vi/le-ky-niem-mot-nam-thanh-lap-cong-ty-co-phan-ds-solution-vietnam/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/le-ky-niem-mot-nam-thanh-lap-cong-ty-co-phan-ds-solution-vietnam/index.html	(from https://www.dssolution.vn/vi/)
01:27:29	107557/107557	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2018:27:29%20GMT	https://www.dssolution.vn/vi/jira-la-gi-huong-dan-su-dung-cac-tinh-nang-co-ban-cua-jira-software-cho-nguoi-moi-bat-dau/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/jira-la-gi-huong-dan-su-dung-cac-tinh-nang-co-ban-cua-jira-software-cho-nguoi-moi-bat-dau/index.html	(from https://www.dssolution.vn/vi/)
01:27:30	101584/101584	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2018:27:29%20GMT	https://www.dssolution.vn/vi/ds-solution-vietnam-privacy-policy/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/ds-solution-vietnam-privacy-policy/index.html	(from https://www.dssolution.vn/vi/)
01:27:30	105349/105349	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2018:27:29%20GMT	https://www.dssolution.vn/vi/bang-gia-phan-mem-jira-service-management/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/bang-gia-phan-mem-jira-service-management/index.html	(from https://www.dssolution.vn/vi/)
01:27:30	111888/111888	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2018:27:29%20GMT	https://www.dssolution.vn/vi/so-sanh-jira-software-va-asana-cong-cu-quan-ly-du-an-hieu-qua/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/so-sanh-jira-software-va-asana-cong-cu-quan-ly-du-an-hieu-qua/index.html	(from https://www.dssolution.vn/vi/blog-vi/)
01:27:30	95983/95983	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2018:27:30%20GMT	https://www.dssolution.vn/vi/huong-dan-cai-dat-confluence-de-khong-tao-ra-cac-space-mac-dinh-cho-tung-ca-nhan/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/huong-dan-cai-dat-confluence-de-khong-tao-ra-cac-space-mac-dinh-cho-tung-ca-nhan/index.html	(from https://www.dssolution.vn/vi/blog-vi/)
01:27:31	104289/104289	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2018:27:31%20GMT	https://www.dssolution.vn/vi/huong-dan-ve-aws-iot/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/huong-dan-ve-aws-iot/index.html	(from https://www.dssolution.vn/vi/blog-vi/)
01:27:31	97789/97789	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2018:27:31%20GMT	https://www.dssolution.vn/vi/ds-solution-vietnam-tro-thanh-doi-tac-chinh-thuc-cua-atlassian-tai-viet-nam/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/ds-solution-vietnam-tro-thanh-doi-tac-chinh-thuc-cua-atlassian-tai-viet-nam/index.html	(from https://www.dssolution.vn/vi/blog-vi/)
01:27:31	109263/109263	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2018:27:31%20GMT	https://www.dssolution.vn/vi/jira-la-gi-jira-software-jira-service-management-jira-work-management/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/jira-la-gi-jira-software-jira-service-management-jira-work-management/index.html	(from https://www.dssolution.vn/vi/blog-vi/)
01:27:32	91947/91947	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2018:27:32%20GMT	https://www.dssolution.vn/vi/senior-tech-lead-2/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/senior-tech-lead-2/index.html	(from https://www.dssolution.vn/vi/tuyen-dung/)
01:27:32	94646/94646	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2018:27:32%20GMT	https://www.dssolution.vn/vi/fresher-junior-developer-2/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/fresher-junior-developer-2/index.html	(from https://www.dssolution.vn/vi/tuyen-dung/)
01:27:32	95375/95375	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2018:27:32%20GMT	https://www.dssolution.vn/vi/ky-su-cau-noi-brse/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/ky-su-cau-noi-brse/index.html	(from https://www.dssolution.vn/vi/tuyen-dung/)
01:27:32	75539/75539	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Feb%202023%2018:27:31%20GMT	https://www.dssolution.vn/vi/atlassian-vi/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/atlassian-vi/index.html	(from https://www.dssolution.vn/vi/ve-ds-solution-vietnam/)
01:27:33	94414/94414	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2018:27:33%20GMT	https://www.dssolution.vn/vi/tuyen-dung-middle-frontend-developer/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/tuyen-dung-middle-frontend-developer/index.html	(from https://www.dssolution.vn/vi/tuyen-dung/)
01:27:33	62932/62932	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2018:27:33%20GMT	https://www.dssolution.vn/vi/tuyen-dung-web-application-tester/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/tuyen-dung-web-application-tester/index.html	(from https://www.dssolution.vn/vi/tuyen-dung/)
01:27:34	87749/87749	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2018:27:33%20GMT	https://www.dssolution.vn/vi/tuyen-dung-golang-gcp-developer/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/tuyen-dung-golang-gcp-developer/index.html	(from https://www.dssolution.vn/vi/tuyen-dung/)
01:27:34	87439/87439	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2018:27:33%20GMT	https://www.dssolution.vn/vi/tuyen-dung-python-django-developer/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/tuyen-dung-python-django-developer/index.html	(from https://www.dssolution.vn/vi/tuyen-dung/)
01:27:34	873/873	---M-Z	200	added ('OK')	application/rss+xml	etag:%221d4f38912a9b17c7fbc8a2c6e110ece0-gzip%22	https://www.dssolution.vn/vi/thong-bao-lich-nghi-tet-nguyen-dan-2023/feed/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/thong-bao-lich-nghi-tet-nguyen-dan-2023/feed/index.html	(from https://www.dssolution.vn/vi/thong-bao-lich-nghi-tet-nguyen-dan-2023/)
01:27:34	88323/88323	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2018:27:34%20GMT	https://www.dssolution.vn/vi/junior-web-application-developer/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/junior-web-application-developer/index.html	(from https://www.dssolution.vn/vi/tuyen-dung/)
01:27:35	98934/98934	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2018:27:35%20GMT	https://www.dssolution.vn/vi/tao-va-chay-batch-job-tren-gke/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/tao-va-chay-batch-job-tren-gke/index.html	(from https://www.dssolution.vn/vi/thong-bao-lich-nghi-tet-nguyen-dan-2023/)
01:27:35	954/954	---M-Z	200	added ('OK')	application/rss+xml	etag:%22fe44137b85ec717025750261ebb2d9e6-gzip%22	https://www.dssolution.vn/vi/le-ky-niem-mot-nam-thanh-lap-cong-ty-co-phan-ds-solution-vietnam/feed/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/le-ky-niem-mot-nam-thanh-lap-cong-ty-co-phan-ds-solution-vietnam/feed/index.html	(from https://www.dssolution.vn/vi/le-ky-niem-mot-nam-thanh-lap-cong-ty-co-phan-ds-solution-vietnam/)
01:27:35	92244/92244	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2018:27:35%20GMT	https://www.dssolution.vn/vi/category/post-vi/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/category/post-vi/index.html	(from https://www.dssolution.vn/vi/thong-bao-lich-nghi-tet-nguyen-dan-2023/)
01:27:35	875/875	---M-Z	200	added ('OK')	application/rss+xml	etag:%22fe44137b85ec717025750261ebb2d9e6-gzip%22	https://www.dssolution.vn/vi/bang-gia-phan-mem-jira-service-management/feed/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/bang-gia-phan-mem-jira-service-management/feed/index.html	(from https://www.dssolution.vn/vi/bang-gia-phan-mem-jira-service-management/)
01:27:36	1043/1043	---M-Z	200	added ('OK')	application/rss+xml	etag:%2200896072e7b6a96b8e88055e82055c36-gzip%22	https://www.dssolution.vn/vi/jira-la-gi-huong-dan-su-dung-cac-tinh-nang-co-ban-cua-jira-software-cho-nguoi-moi-bat-dau/feed/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/jira-la-gi-huong-dan-su-dung-cac-tinh-nang-co-ban-cua-jira-software-cho-nguoi-moi-bat-dau/feed/index.html	(from https://www.dssolution.vn/vi/jira-la-gi-huong-dan-su-dung-cac-tinh-nang-co-ban-cua-jira-software-cho-nguoi-moi-bat-dau/)
01:27:36	97796/97796	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2018:27:36%20GMT	https://www.dssolution.vn/vi/build-va-push-image-len-container-registry-voi-cloudbuild/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/build-va-push-image-len-container-registry-voi-cloudbuild/index.html	(from https://www.dssolution.vn/vi/bang-gia-phan-mem-jira-service-management/)
01:27:36	102050/102050	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2018:27:36%20GMT	https://www.dssolution.vn/vi/tao-va-chay-mot-web-app-tren-gke/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/tao-va-chay-mot-web-app-tren-gke/index.html	(from https://www.dssolution.vn/vi/jira-la-gi-huong-dan-su-dung-cac-tinh-nang-co-ban-cua-jira-software-cho-nguoi-moi-bat-dau/)
01:27:36	968/968	---M-Z	200	added ('OK')	application/rss+xml	etag:%2200896072e7b6a96b8e88055e82055c36-gzip%22	https://www.dssolution.vn/vi/so-sanh-jira-software-va-asana-cong-cu-quan-ly-du-an-hieu-qua/feed/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/so-sanh-jira-software-va-asana-cong-cu-quan-ly-du-an-hieu-qua/feed/index.html	(from https://www.dssolution.vn/vi/so-sanh-jira-software-va-asana-cong-cu-quan-ly-du-an-hieu-qua/)
01:27:37	973/973	---M-Z	200	added ('OK')	application/rss+xml	etag:%2230d68d62edebf261e068f4fcf67e8725-gzip%22	https://www.dssolution.vn/vi/jira-la-gi-jira-software-jira-service-management-jira-work-management/feed/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/jira-la-gi-jira-software-jira-service-management-jira-work-management/feed/index.html	(from https://www.dssolution.vn/vi/jira-la-gi-jira-software-jira-service-management-jira-work-management/)
01:27:37	986/986	---M-Z	200	added ('OK')	application/rss+xml	etag:%2230d68d62edebf261e068f4fcf67e8725-gzip%22	https://www.dssolution.vn/vi/ds-solution-vietnam-tro-thanh-doi-tac-chinh-thuc-cua-atlassian-tai-viet-nam/feed/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/ds-solution-vietnam-tro-thanh-doi-tac-chinh-thuc-cua-atlassian-tai-viet-nam/feed/index.html	(from https://www.dssolution.vn/vi/ds-solution-vietnam-tro-thanh-doi-tac-chinh-thuc-cua-atlassian-tai-viet-nam/)
01:27:38	812/812	---M-Z	200	added ('OK')	application/rss+xml	etag:%2230d68d62edebf261e068f4fcf67e8725-gzip%22	https://www.dssolution.vn/vi/huong-dan-ve-aws-iot/feed/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/huong-dan-ve-aws-iot/feed/index.html	(from https://www.dssolution.vn/vi/huong-dan-ve-aws-iot/)
01:27:38	87780/87780	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2018:27:38%20GMT	https://www.dssolution.vn/vi/category/uncategorized-vi/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/category/uncategorized-vi/index.html	(from https://www.dssolution.vn/vi/huong-dan-ve-aws-iot/)
01:27:38	1010/1010	---M-Z	200	added ('OK')	application/rss+xml	etag:%22496a2a07342a5a818c3f4c60ef2026be-gzip%22	https://www.dssolution.vn/vi/huong-dan-cai-dat-confluence-de-khong-tao-ra-cac-space-mac-dinh-cho-tung-ca-nhan/feed/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/huong-dan-cai-dat-confluence-de-khong-tao-ra-cac-space-mac-dinh-cho-tung-ca-nhan/feed/index.html	(from https://www.dssolution.vn/vi/huong-dan-cai-dat-confluence-de-khong-tao-ra-cac-space-mac-dinh-cho-tung-ca-nhan/)
01:27:39	797/797	---M-Z	200	added ('OK')	application/rss+xml	etag:%22496a2a07342a5a818c3f4c60ef2026be-gzip%22	https://www.dssolution.vn/vi/senior-tech-lead-2/feed/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/senior-tech-lead-2/feed/index.html	(from https://www.dssolution.vn/vi/senior-tech-lead-2/)
01:27:39	821/821	---M-Z	200	added ('OK')	application/rss+xml	etag:%22c0840568ba14ca508ff670bee803af30-gzip%22	https://www.dssolution.vn/vi/fresher-junior-developer-2/feed/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/fresher-junior-developer-2/feed/index.html	(from https://www.dssolution.vn/vi/fresher-junior-developer-2/)
01:27:39	819/819	---M-Z	200	added ('OK')	application/rss+xml	etag:%22c0840568ba14ca508ff670bee803af30-gzip%22	https://www.dssolution.vn/vi/ky-su-cau-noi-brse/feed/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/ky-su-cau-noi-brse/feed/index.html	(from https://www.dssolution.vn/vi/ky-su-cau-noi-brse/)
01:27:40	88810/88810	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2018:27:39%20GMT	https://www.dssolution.vn/vi/category/tuyen-dung-vi/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/category/tuyen-dung-vi/index.html	(from https://www.dssolution.vn/vi/fresher-junior-developer-2/)
01:27:41	836/836	---M-Z	200	added ('OK')	application/rss+xml	etag:%225badfd12b2510af0557a84eddac65a7e-gzip%22	https://www.dssolution.vn/vi/tuyen-dung-python-django-developer/feed/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/tuyen-dung-python-django-developer/feed/index.html	(from https://www.dssolution.vn/vi/tuyen-dung-python-django-developer/)
01:27:41	827/827	---M-Z	200	added ('OK')	application/rss+xml	etag:%225badfd12b2510af0557a84eddac65a7e-gzip%22	https://www.dssolution.vn/vi/tuyen-dung-golang-gcp-developer/feed/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/tuyen-dung-golang-gcp-developer/feed/index.html	(from https://www.dssolution.vn/vi/tuyen-dung-golang-gcp-developer/)
01:27:41	833/833	---M-Z	200	added ('OK')	application/rss+xml	etag:%22a978994a73f8d82bb226abc5def29fca-gzip%22	https://www.dssolution.vn/vi/tuyen-dung-web-application-tester/feed/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/tuyen-dung-web-application-tester/feed/index.html	(from https://www.dssolution.vn/vi/tuyen-dung-web-application-tester/)
01:27:41	835/835	---M-Z	200	added ('OK')	application/rss+xml	etag:%22a978994a73f8d82bb226abc5def29fca-gzip%22	https://www.dssolution.vn/vi/tuyen-dung-middle-frontend-developer/feed/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/tuyen-dung-middle-frontend-developer/feed/index.html	(from https://www.dssolution.vn/vi/tuyen-dung-middle-frontend-developer/)
01:27:42	841/841	---M-Z	200	added ('OK')	application/rss+xml	etag:%22a5d1caec222d512385e23e07063cbe5a-gzip%22	https://www.dssolution.vn/vi/junior-web-application-developer/feed/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/junior-web-application-developer/feed/index.html	(from https://www.dssolution.vn/vi/junior-web-application-developer/)
01:27:42	15803/15803	---M-Z	200	added ('OK')	application/rss+xml	etag:%22827edeb0d52324e78be397646f3ea94d-gzip%22	https://www.dssolution.vn/vi/category/post-vi/feed/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/category/post-vi/feed/index.html	(from https://www.dssolution.vn/vi/category/post-vi/)
01:27:43	921/921	---M-Z	200	added ('OK')	application/rss+xml	etag:%2265da912f2c171487a66c8c44b51199e2-gzip%22	https://www.dssolution.vn/vi/build-va-push-image-len-container-registry-voi-cloudbuild/feed/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/build-va-push-image-len-container-registry-voi-cloudbuild/feed/index.html	(from https://www.dssolution.vn/vi/build-va-push-image-len-container-registry-voi-cloudbuild/)
01:27:43	92864/92864	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2018:27:42%20GMT	https://www.dssolution.vn/vi/category/post-vi/page/2/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/category/post-vi/page/2/index.html	(from https://www.dssolution.vn/vi/category/post-vi/)
01:27:43	86474/86474	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2018:27:42%20GMT	https://www.dssolution.vn/vi/category/post-vi/page/3/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/category/post-vi/page/3/index.html	(from https://www.dssolution.vn/vi/category/post-vi/)
01:27:44	841/841	---M-Z	200	added ('OK')	application/rss+xml	etag:%2265da912f2c171487a66c8c44b51199e2-gzip%22	https://www.dssolution.vn/vi/tao-va-chay-batch-job-tren-gke/feed/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/tao-va-chay-batch-job-tren-gke/feed/index.html	(from https://www.dssolution.vn/vi/tao-va-chay-batch-job-tren-gke/)
01:27:44	843/843	---M-Z	200	added ('OK')	application/rss+xml	etag:%2223a9e4bed54ad6527de2f4b744d06ac9-gzip%22	https://www.dssolution.vn/vi/tao-va-chay-mot-web-app-tren-gke/feed/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/tao-va-chay-mot-web-app-tren-gke/feed/index.html	(from https://www.dssolution.vn/vi/tao-va-chay-mot-web-app-tren-gke/)
01:27:44	94952/94952	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2018:27:44%20GMT	https://www.dssolution.vn/vi/sre-vs-devops/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/sre-vs-devops/index.html	(from https://www.dssolution.vn/vi/category/uncategorized-vi/)
01:27:44	7211/7211	---M-Z	200	added ('OK')	application/rss+xml	etag:%22827edeb0d52324e78be397646f3ea94d-gzip%22	https://www.dssolution.vn/vi/category/uncategorized-vi/feed/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/category/uncategorized-vi/feed/index.html	(from https://www.dssolution.vn/vi/category/uncategorized-vi/)
01:27:45	26/26	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2001%20Feb%202023%2018:27:45%20GMT	https://www.dssolution.vn/vi/category/post-vi/page/1/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/category/post-vi/page/1/index.html	(from https://www.dssolution.vn/vi/category/post-vi/page/2/)
01:27:45	11017/11017	---M-Z	200	added ('OK')	application/rss+xml	etag:%22827edeb0d52324e78be397646f3ea94d-gzip%22	https://www.dssolution.vn/vi/category/tuyen-dung-vi/feed/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/category/tuyen-dung-vi/feed/index.html	(from https://www.dssolution.vn/vi/category/tuyen-dung-vi/)
01:27:46	821/821	---M-Z	200	added ('OK')	application/rss+xml	etag:%22c73a21539161159cb37f1afe3ff3f77b-gzip%22	https://www.dssolution.vn/vi/sre-vs-devops/feed/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/sre-vs-devops/feed/index.html	(from https://www.dssolution.vn/vi/sre-vs-devops/)
01:27:46	87844/87844	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2018:27:45%20GMT	https://www.dssolution.vn/vi/category/tuyen-dung-vi/page/2/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/category/tuyen-dung-vi/page/2/index.html	(from https://www.dssolution.vn/vi/category/tuyen-dung-vi/)
01:27:46	26/26	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2001%20Feb%202023%2018:27:46%20GMT	https://www.dssolution.vn/vi/category/tuyen-dung-vi/page/1/	/Users/vntheflash/websites/az-template/www.dssolution.vn/vi/category/tuyen-dung-vi/page/1/index.html	(from https://www.dssolution.vn/vi/category/tuyen-dung-vi/page/2/)
